"seqno","organizer","tel","extension","mobile telephone","zipcode","district","hosp_addr","type","location","mon_stime","mon_dtime","tue_stime","tue_dtime","wed_stime","wed_dtime","thu_stime","thu_dtime","fri_stime","fri_dtime","sat_stime","sat_dtime","sun_stime","sun_dtime","remark","date","battery expiration date","electrical pads expiration date"
"11103","新北市立二重國民中學","29800164","","","241","三重區","新北市三重區忠孝路三段89號","學校、大型集會場所","警衛室","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","19:00:00","08:00:00","17:00:00","08:00:00","17:00:00","2021-12-20 19:58:08","2018-08-30","2024-09-01","2025-10-01"
"4213","新北市三重區修德國民小學","29800495","","","241","三重區","新北市三重區重陽路三段3號","學校、大型集會場所","警衛室","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","","","","","2021-12-20 19:58:08","2023-01-02","2029-08-21","2025-02-28"
"3199","新北市三重戶政事務所","29812291","","","241","三重區","新北市三重區新北大道一段9號5樓","其他","5樓","08:00:00","17:30:00","08:00:00","17:30:00","08:00:00","17:30:00","08:00:00","17:30:00","08:00:00","17:30:00","","","","","2021-12-20 19:56:43","2013-12-11","2027-06-01","2025-04-30"
"4378","新北市三重區衛生所","29825233","","","241","三重區","新北市三重區新北大道一段1號","其他","1樓寫字台旁","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","","","","2021-12-20 19:57:07","2014-06-13","",""
"10399","新北市三重區二重國民小學","29846446","","","241","三重區","新北市三重區大有街10號","學校、大型集會場所","健康中心走廊","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","","","","2021-12-20 19:58:08","2018-02-08","2019-05-29","2016-03-29"
"9250","新北市立三重幼兒園","29876064","","","241","三重區","新北市三重區新北大道一段9號2樓","其他","幼兒園辦公室2樓","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","","","","2021-12-20 19:57:57","2016-12-16","",""
"56748","維德文理語文短期補習班國小部","89810131","","","241","三重區","新北市三重區忠孝路一段119號","學校、大型集會場所","補習班場所大廳","11:00:00","21:00:00","14:00:00","21:00:00","11:00:00","21:00:00","11:00:00","21:00:00","11:00:00","21:00:00","","","","","2022-02-16 16:04:23","2022-02-25","",""
"11609","新北市環境保護局 三重區清潔隊 重新橋下保養場","(02)2972-7401","","","241","三重區","新北市三重區重新路四段臨121號","其他","保養場-警衛室","06:00:00","23:00:00","06:00:00","23:00:00","06:00:00","23:00:00","06:00:00","23:00:00","06:00:00","23:00:00","06:00:00","23:00:00","06:09:00","23:00:00","2021-12-20 19:56:30","2019-02-01","2023-03-30","2020-03-31"
"4768","新北市立圖書館三重南區分館","(02)29768729","","","241","三重區","新北市三重區重安街70號三樓","大型休閒場所","三重南區分館","","","","","","","","","","","","","","","2024-06-27 15:17:21","2025-01-01","2029-04-30","2026-05-31"
"10756","慈濟三重園區靜思堂","(02)2981-0310#105","105","","241","三重區","新北市三重區中正北路450號","其他","大門進入後，左邊諮詢台後方","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","2021-12-20 19:56:55","2013-03-01","2028-08-01","2025-11-30"
"2844","厚德國民小學地下停車場","(02)-2984-9023","","","241","三重區","新北市三重區忠孝路一段70號B1","學校、大型集會場所","停車場管理室","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:56:26","","2025-11-01","2024-11-01"
"2877","龍門公園地下停車場","(02)-2984-9023","","","241","三重區","新北市三重區公園街32號","其他","停車場管理室","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:56:26","","2029-04-30","2026-06-30"
"9867","300壯士跨時代健身中心(三重店)","(02)29855111","","","241","三重區","新北市三重區正義北路154號B1","學校、大型集會場所","健身房入口處","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:51","","2024-07-31","2025-04-10"
"3229","新北市私立格致高級中學","(02)29855892","","","241","三重區","新北市三重區大智街260號","學校、大型集會場所","教官室外","07:00:00","21:00:00","07:00:00","21:00:00","07:00:00","21:00:00","07:00:00","21:00:00","07:00:00","21:00:00","07:00:00","12:00:00","","","2021-12-20 19:56:17","2012-11-14","2024-02-29","2025-06-30"
"3272","新北市三重區公所","(02)2986-2345#180","180","","241","三重區","新北市三重區新北大道一段11號","其他","三重區公所10樓","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:56:39","2013-09-01","2025-12-31","2026-01-17"
"3272","新北市三重區公所","(02)2986-2345#180","180","","241","三重區","新北市三重區新北大道一段11號","其他","三重區公所1樓","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:56:47","2013-12-18","2027-04-16","2024-11-01"
"884","新北市三重地政事務所","(02)29886336分機429","429","","241","三重區","新北市三重區新北大道一段11號8樓","其他","行政大樓8樓","08:00:00","17:30:00","08:00:00","17:30:00","08:00:00","17:30:00","08:00:00","17:30:00","08:00:00","17:30:00","00:00:00","00:00:00","00:00:00","00:00:00","2021-12-20 19:56:22","2013-07-01","2027-07-31","2025-02-28"
"45472","新北市三重區興穀國民小學","(02)29990725","","","241","三重區","新北市三重區神農街 101號","學校、大型集會場所","大門警衛室","07:00:00","19:00:00","07:00:00","19:00:00","07:00:00","19:00:00","07:00:00","19:00:00","07:00:00","19:00:00","08:00:00","17:00:00","08:00:00","17:00:00","2023-01-11 15:28:22","2024-05-10","2027-07-31","2025-02-28"
"43206","家福股份有限公司蘆洲分公司","(02)8287-90000","","","241","三重區","新北市三重區五華街282號3樓","大型購物場所","3樓上4樓手扶梯前","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:58:37","2020-03-25","2024-12-31","2024-12-31"
"5399","新北市三重區集美國民小學","(02)89725390#111","","","241","三重區","新北市三重區集美街10號","學校、大型集會場所","健康中心門口走廊邊","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","00:00:00","00:00:00","","","2021-12-20 19:58:09","2018-02-12","2025-06-30","2024-02-29"
"9706","桃園捷運A2三重站","(03)286-8789","","","241","三重區","新北市三重區捷運路36號","交通要衝","穿堂層詢問處附近(非付費區)","06:00:00","23:00:00","06:00:00","23:00:00","06:00:00","23:00:00","06:00:00","23:00:00","06:00:00","23:00:00","06:00:00","23:00:00","06:00:00","23:00:00","2021-12-20 19:57:55","2017-02-02","2027-08-01","2025-11-22"
"9656","新北市三重區重新公有零售市場","02 2977-2735","","","241","三重區","新北市三重區重新路一段87-6號","其他","市場1樓後門旁","09:00:00","21:00:00","09:00:00","21:00:00","09:00:00","21:00:00","09:00:00","21:00:00","09:00:00","21:00:00","09:00:00","21:00:00","09:00:00","21:00:00","2021-12-20 19:57:59","2024-05-15","2025-08-31","2027-01-11"
"10095","玉山商業銀行股份有限公司(希望大樓)","02-21751313#8762","8762","","241","三重區","新北市三重區中興北街42巷17弄10號","其他","進大門後右手邊。","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","","","","","2022-09-23 16:11:37","2022-09-01","2025-08-31","2027-01-11"
"2716","臺北捷運台北橋站O13","0221812345","","","241","三重區","新北市三重區重新路一段108號B1","交通要衝","詢問處右方樑柱旁","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","2022-11-08 11:02:31","2022-11-07","2027-10-31","2026-03-01"
"2715","臺北捷運菜寮站O14","0221812345","","","241","三重區","新北市三重區重新路三段150號B1","交通要衝","詢問處右後方通道靠牆面","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","2022-11-08 11:02:31","2022-11-07","2026-09-30","2025-03-01"
"2695","臺北捷運三重站O15","0221812345","","","241","三重區","新北市三重區捷運路36號B1","交通要衝","詢問處左後方通道靠牆轉角處","06:00:00","","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","2022-11-08 11:02:31","2022-11-07","2028-11-30","2027-01-31"
"2714","臺北捷運先嗇宮站O16","0221812345","","","241","三重區","新北市三重區重新路五段515號B1","交通要衝","詢問處右後方通道靠牆面","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","2022-11-08 11:02:31","2022-11-07","2025-12-31","2025-03-08"
"2727","臺北捷運三重國小站O50","02-21812345","","","241","三重區","新北市三重區三和路三段5號","交通要衝","車站大廳詢問處旁","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","2022-11-08 11:02:31","2022-11-07","2030-06-30","2025-04-30"
"2728","臺北捷運三和國中站O51","02-21812345","","","241","三重區","新北市三重區三和路四段107號","交通要衝","車站大廳詢問處旁","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","2022-11-08 11:02:31","2022-11-07","2026-08-01","2025-03-01"
"10839","愛悅養護中心","0222789525","","","241","三重區","新北市三重區光復路二段126巷6號","其他","一樓大廳","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:26","2015-03-02","2025-07-30","2024-04-29"
"4959","國都汽車股份有限公司三重服務廠","02-22801588","","","241","三重區","新北市三重區溪尾街22號","其他","2樓客戶休息室","08:00:00","20:00:00","08:00:00","20:00:00","08:00:00","20:00:00","08:00:00","20:00:00","08:00:00","20:00:00","08:00:00","17:00:00","08:00:00","17:00:00","2021-12-20 19:57:13","2014-07-29","2027-10-31","2025-04-07"
"5874","新北市政府警察局三重分局永福派出所","02-22802065","","","241","三重區","新北市三重區力行路二段162巷53號","其他","1樓進大門右側志工服務台前","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:56:53","2014-03-25","2028-04-30","2027-01-05"
"10711","三和護理之家","0222872000","","","241","三重區","新北市三重區三和路4段103-2號6樓","其他","新北市三重區三和路4段103-2號6樓","","","","","","","","","","","","","","","2021-12-20 19:57:41","","2025-08-20","2027-01-05"
"10815","新北市三重區永福國民小學","02-22876716","","","241","三重區","新北市三重區永福街66號","學校、大型集會場所","學校大門警衛室","05:30:00","21:00:00","05:30:00","21:00:00","05:30:00","21:00:00","05:30:00","21:00:00","05:30:00","21:00:00","05:30:00","21:00:00","16:30:00","21:00:00","2023-12-25 17:22:26","2024-03-01","2028-04-30","2027-01-05"
"43660","新北市立三和國民中學","02-22879890","","","241","三重區","新北市三重區三和路四段216號","學校、大型集會場所","音樂廳大門入口處","17:30:00","21:00:00","17:30:00","21:00:00","17:30:00","21:00:00","17:30:00","21:00:00","17:30:00","21:00:00","","","","","2021-12-20 19:56:59","2014-05-23","2028-04-30","2027-01-05"
"43660","新北市立三和國民中學","02-22879890轉330","330","","241","三重區","新北市三重區三和路四段216號","學校、大型集會場所","警衛室門口","17:30:00","21:00:00","17:30:00","21:00:00","17:30:00","21:00:00","17:30:00","21:00:00","17:30:00","21:00:00","","","","","2021-12-20 19:56:58","2014-03-25","2021-07-01","2020-10-31"
"57634","香港商世界健身事業有限公司三重五華分公司","02-2855-9900","","","241","三重區","新北市三重區五華街282號4樓(世界健身)","學校、大型集會場所","洽談區","06:00:00","00:00:00","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","2021-12-20 19:57:55","2023-05-23","2028-04-30","2027-01-05"
"4611","新北市立圖書館三重東區分館","0228575270","","","241","三重區","新北市三重區溪尾街303號","大型休閒場所","1樓雜誌報紙閱覽區","08:30:00","17:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","17:00:00","2024-06-27 15:17:21","2024-12-21","2028-04-30","2027-01-05"
"9943","裕信汽車股份有限公司 集賢分公司","02-28576633","","","241","三重區","新北市三重區集賢路195號","其他","客戶休息室","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","","","2021-12-20 19:58:04","2017-06-01","2025-03-31","2024-11-30"
"5102","新北市立新北高級中學","02-28577326","","","241","三重區","新北市三重區三信路1號","學校、大型集會場所","學務處前走廊","00:00:00","","","","","","","","","","","","","","2021-12-20 19:58:53","2022-08-01","2027-10-31","2025-01-31"
"5447","新北市三重區五華國民小學","02-28578087","","","241","三重區","新北市三重區集賢路89號","學校、大型集會場所","本校集賢路大門警衛室內","07:30:00","20:00:00","07:30:00","20:00:00","07:30:00","20:00:00","07:30:00","20:00:00","07:30:00","20:00:00","08:00:00","19:00:00","08:00:00","19:00:00","2023-12-07 16:08:01","2024-03-01","2021-08-04","2020-01-31"
"9387","三重分局厚德派出所","02-29712064","","","241","三重區","新北市三重區三和路三段186號","其他","三重分局厚德派出所","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:49","","2025-07-31","2025-04-30"
"869","穀保學校財團法人新北市穀保高級家事商業職業學校","02-29712343 #341","341","","241","三重區","新北市三重區中正北路560巷38號","學校、大型集會場所","健康中心","07:30:00","16:30:00","07:30:00","16:30:00","07:30:00","16:30:00","07:30:00","16:30:00","07:30:00","16:30:00","","","","","2021-12-20 19:56:23","2012-10-26","2025-11-30","2024-09-30"
