場所名稱,場所地址,區域代碼,緯度,經度,場所分類,場所類型,AED放置地點
臺北市立美術館,中山北路三段181號,63000040,25.072594,121.524852,其他,其他場所,D展間
寒舍台北喜來登大飯店,忠孝東路一段12號,63000050,25.044742,121.522243,旅宿場所,旅館,17樓會員俱樂部內
傑克在健身（敦南館）,忠孝東路四段147巷1號11樓,63000030,25.0417539,121.5497725,學校、大型集會場所,健身房,入口旁
台北寒舍喜來登大飯店,忠孝東路1段12號,63000050,25.044786,121.522318,旅宿場所,飯店,一樓團體報到櫃檯旁
達康勁健康事業股份有限公司,新生南路一段155號B1,63000030,25.0351496,121.5330041,大型休閒場所,運動場館(如小巨蛋),門口
模範體能實業社,東湖路11號二樓,63000100,25.068894,121.612816,學校、大型集會場所,健身房,櫃台
AXIS FITNESS 亞西斯VIP私人健身會館,忠孝東路三段249-1號2樓,63000030,25.041891,121.541498,學校、大型集會場所,健身房,心肺區
台北運動健身中心,長安東路一段21號B1,63000040,25.049707,121.523316,學校、大型集會場所,健身房,櫃台左前方
曌躍股份有限公司,文德路108號B1,63000100,25.07818,121.583154,學校、大型集會場所,健身房,櫃台入口處
好時光松江樂園,長安東路二段49號2樓,63000030,25.048574,121.5324,學校、大型集會場所,健身房,健身用具的架子上
好時光南京樂園,龍江路96號4樓,63000040,25.052397,121.540351,學校、大型集會場所,健身房,辦公室牆上
好時光西湖樂園,內湖路一段321號2樓,63000100,25.082385,121.567905,學校、大型集會場所,健身房,辦公室內櫃子上
好時光民權樂園,中山區中山北路三段1號,63000050,25.063935,121.522626,學校、大型集會場所,健身房,休息區椅子上
柯達大飯店 台北天津,中山北路一段53巷22號,63000040,25.048823,121.523208,其他,其他場所,一樓大廳旁
臺北市私立惇?高級工商職業學校,泉源路221號,63000120,25.144847,121.52698,學校、大型集會場所,高中職,學務處
達新壯股份有限公司(Hypercore超核心健身中心台北內湖成功館),成功路4段168號地下二層,63000100,25.083084,121.593307,學校、大型集會場所,健身房,有氧器材區
列特博運動健身機構,大業路700號 (列特博運動健身機構),63000120,25.1370121,121.5022063,學校、大型集會場所,健身房,列特博運動健身機構休息區
臺北市中山區濱江國民小學,樂群二路266巷99號,63000040,25.078001,121.561637,其他,其他場所,泳池場館(觀看休息室)
PulseGym建國店,建國北路一段96號1樓,63000040,25.050301,121.536327,學校、大型集會場所,健身房,入門左側
嘉和智能科技股份有限公司 中山營業處（PULSE GYM)中山店,南京西路32號2樓,63000060,25.052635,121.519713,學校、大型集會場所,健身房,櫃台左側
傑瑞運動整合有限公司,汀州路三段61號,63000040,25.018151,121.528203,學校、大型集會場所,健身房,門口
初健身TRUE GYM,中山北路二段59巷28號,63000040,25.055819,121.5241,其他,其他場所,門口
YOGA EDITION,忠孝東路四段151號3樓,63000030,25.041702,121.549793,學校、大型集會場所,健身房,三樓櫃台
和怡商旅股份有限公司,重陽路122號,63000090,25.056819,121.599957,旅宿場所,旅館,B1健身房
全真概念健康事業股份有限公司-南港分公司,經貿二路188號B棟4樓,63000090,25.058113,121.616748,大型購物場所,商場,全真瑜珈南港館
臺灣集中保管結算所股份有限公司,復興北路363號2樓,63000010,25.060561,121.544388,其他,其他場所,台北市松山區復興北路365號8樓
英屬維京群島商李肇勳國際室內設計顧問股份有限公司台灣分公司,復興北路420號5樓,63000040,25.062783,121.543869,其他,其他場所,辦公室外面
加減健康管理顧問有限公司台北信義分公司,基隆路一段135號1樓,63000020,25.044072,121.56645,其他,其他場所,健身房內櫃檯旁
臺北市私立延平高級中學,建國南路1段275號,63000030,25.036378,121.538413,學校、大型集會場所,高中職,昭陽樓3樓
PFC肌力與體能訓練,忠孝東路四段250號2樓之4,63000030,25.041122,121.55412,學校、大型集會場所,健身房,PFC肌力與體能訓練
三健客體能顧問工作室,港華街18號1樓,63000100,25.082189,121.577277,學校、大型集會場所,健身房,休息室外
超越健身工坊,仁愛路四段341號2樓,63000030,25.038108,121.553906,學校、大型集會場所,健身房,超越健身工坊
運動皮質區體適能訓練所,和平東路一段274之1號4樓,63000030,25.02595039,121.5340927,學校、大型集會場所,健身房,門口
Blitz,光復北路129號地下,63000010,25.0525144,121.5572099,大型休閒場所,運動場館(如小巨蛋),一下樓梯右手邊
香港商世界健身事業有限公司北投中和分公司,中和街366-1號,63000120,25.141857,121.499229,學校、大型集會場所,健身房,健身房1樓
AT力場，絕對領域健康股份有限公司,忠孝東路四段223巷10弄2號2樓,63000030,25.041953,121.553165,學校、大型集會場所,健身房,入口處
臺北市大同區公所建功里里民活動場所,重慶北路一段83巷37號,63000060,25.052949,121.515472,其他,其他場所,重慶北路一段83巷37號
Goal Fitness 走！健身,大安路一段85號2樓,63000030,25.040895,121.546262,其他,其他場所,台北市大安區大安路一段85號2樓
仙妮蕾德餐旅管理有限公司 茹曦酒店,敦化北路100號,63000010,25.052339,121.548598,旅宿場所,飯店,1樓大廳
潤泰旭展股份有限公司(CITYLINK南港店),台北市南港區忠孝東路七段299號,63000090,25.052558,121.604518,大型購物場所,商場,C棟5樓洗手間入口處
BIG BOSS SPORTS CENTER大老闆運動中心,舊莊街一段196號2樓,63000090,25.038552,121.622085,其他,其他場所,櫃台休息區
CV玩家體適能訓練室(貴子體適能工作室),昆明街222號2F,63000070,25.040537,121.504248,學校、大型集會場所,健身房,入口前方
麥威肌力體能股份有限公司(MYWAY Fitness),復興南路一段2號B1,63000040,25.047122,121.543635,學校、大型集會場所,健身房,大門前柱
群康彼拉提斯(大東),大東路162號2樓,63000110,25.09258425,121.5253362,學校、大型集會場所,健身房,行政櫃台旁
關渡自然公園,關渡路55號,63000120,25.119378,121.471433,觀光旅遊地區,地方政府主管風景區,票亭
台北市立中正國中游泳池,愛國東路158號-游泳池,63000050,25.0323216,121.5220569,學校、大型集會場所,國中,藍鯨游泳學校(中正國中校區)
良想貴工作室,成功路二段309號1樓,63000100,25.06964,121.590844,其他,其他場所,Charles Fitness
萬泰物流供應鏈股份有限公司,八德路二段308號5樓,63000040,25.0455188,121.5428451,其他,其他場所,G樓大廳
臺北市立成功高級中學,濟南路一段71號,63000050,25.042334,121.523687,學校、大型集會場所,高中職,學務處前走廊
加勒比健康事業股份有限公司(日本伊藤萬台北艋舺校),西園路二段320巷55弄3號B1,63000070,25.027829,121.491611,其他,其他場所,休息區
遊戲橘子數位科技股份有限公司,瑞湖街111號,63000100,25.071724,121.576463,其他,其他場所,1樓大廳右側匝門口
Jessica’s fitness,中南街140-5號1樓,63000090,25.052024,121.615153,其他,其他場所,台北市南港區中南街140-5號1樓
優競健身事業股份有限公司,安和路一段27號B1,63000030,25.03932,121.550473,學校、大型集會場所,健身房,安和路一段27號B2
優競健身事業股份有限公司,安和路一段27號B1,63000030,25.03932,121.550473,學校、大型集會場所,健身房,VIP室
國民革命忠烈祠,北安路139號,63000040,25.078381,121.533128,觀光旅遊地區,文化園區,安管桌後
群安健康事業有限公司,長春路368號2樓之1,63000040,25.035513,121.543927,學校、大型集會場所,健身房,台北市中山區長春路368號2樓之1
菲特邦健康管理,中山北路二段77巷14號3樓,63000040,25.05737,121.524349,學校、大型集會場所,健身房,運動教室內
臺北市市場處所屬公有環南市場改建工程主體工程,環河南路二段245號,63000070,25.029251,121.4906,其他,其他場所,1號門出入口
星宇航空股份有限公司,忠孝東路四段525號11樓,63000020,25.04216558,121.5615707,長距離交通工具,航空器,星宇客機B-58301
臺北市立新民國民中學,新民路10號,63000120,25.138039,121.507974,其他,其他場所,健康中心門口
香港商世界健身事業有限公司台北長春分公司,長春路90號1樓,63000040,25.054791,121.527053,學校、大型集會場所,健身房,一樓大廳處
柯達大飯店股份有限公司中山分公司,中山北路二段139號,63000040,25.061986,121.523074,旅宿場所,旅館,接待大廳自動門左側
柯達大飯店台北一店,中山北路二段11巷1號,63000040,25.052813,121.523346,其他,其他場所,一樓商務中心內
柯達大飯店股份有限公司松江分公司,松江路251號,63000040,25.05933,121.533459,旅宿場所,旅館,一樓電梯口左側
台北寒舍喜來登大飯店,忠孝東路1段12號,63000050,25.044786,121.522318,旅宿場所,飯店,B2宴會廳吸菸室旁
OPTiMAX動作重塑與肌力訓練,明水路678號,63000040,25.0838246,121.5512333,學校、大型集會場所,健身房,一樓場館大廳
狂潮健身事業有限公司,信義路四段456號B1,63000020,25.03288,121.558182,學校、大型集會場所,健身房,櫃台
Curves可爾姿 建國長春店,建國北路二段74號3F,63000040,25.055047,121.536437,學校、大型集會場所,健身房,Curves可爾姿 建國長春店
跨越體適能有限公司,和平東路三段333號地下,63000020,25.018705,121.558744,學校、大型集會場所,健身房,場所大廳
宏匯瑞光廣場335號B棟,瑞光路335號,63000100,25.0774077,121.5750805,其他,其他場所,本棟一樓大廳
尋動率,廈門街75-1號1樓,63000050,25.024734,121.517503,學校、大型集會場所,健身房,健身房門口
有道工作室,木柵路三段48巷1弄7號,63000080,24.987783,121.564992,學校、大型集會場所,健身房,鏡牆左側
Curves女性專用30分鐘健身中心民生圓環店,富錦街505號1樓,63000010,25.061145,121.564352,學校、大型集會場所,健身房,櫃台前
PQ FITNESS,忠誠路一段60號B1F,63000110,25.1048744,121.5272749,其他,其他場所,櫃檯前方
彰化商業銀行中正分行,金山南路一段47號1樓,63000050,25.0392718,121.5289071,其他,其他場所,一樓營業廳大門進入左側
台北健身院八德店,台北市松山區八德路四段656號,63000010,25.0498402,121.5754394,其他,其他場所,機械拉背的後方走道
臺北市士林區社子國民小學,延平北路六段308號,63000110,25.085495,121.507988,其他,其他場所,民生樓 游泳池
臺北市大安區大安國民小學,臥龍街129號,63000030,25.020012,121.549076,其他,其他場所,學務處旁
臺北市大安區大安國民小學,臥龍街129號,63000030,25.020012,121.549076,其他,其他場所,游泳池2樓
臺北市溪山實驗國民小學,至善路3段199號,63000110,25.095049,121.524608,其他,其他場所,校園內健康中心門口
臺北市文山區力行國民小學,木新路三段155巷7號2樓,63000080,24.980969,121.561162,其他,其他場所,臺北市文山區力行國民小學
新光三越百貨股份有限公司台北信義分公司三館,松壽路9號,63000020,25.036086,121.566478,大型購物場所,百貨業,3樓醫務室
Hotel Indigo Taipei North 台北大直英迪格酒店,植福路200號,63000040,25.083544,121.559553,旅宿場所,飯店,飯店大廳櫃台辦公室
TeamLift運動空間士林館,文林路205號3樓,63000110,25.0901023,121.5270008,學校、大型集會場所,健身房,場館內
宏匯瑞光廣場333號A棟,瑞光路333號,63000100,25.07702458,121.5744301,其他,其他場所,本棟一樓大廳
國家表演藝術中心國家兩廳院(國家戲劇院),中山南路21-1號,63000050,25.037355,121.519244,大型休閒場所,電影片映演場所(戲院、電影院),實驗劇場
臺北市指南實驗國民小學,指南路三段38巷5-2號,63000080,24.992921,121.57125,其他,其他場所,活動中心大門旁
臺北巿士林區陽明山國民小學,仰德大道3段61號,63000110,25.119332,121.552817,其他,其他場所,活動中心一樓
臺北市私立薇閣國民小學,育仁路106號,63000120,25.135958,121.501023,學校、大型集會場所,國小,健康中心
遠雄房地產發展股份有限公司,基隆路一段200號,63000020,25.040171,121.563538,其他,其他場所,遠雄房地產發展股份有限公司
臺北市士林運動中心,士商路一號,63000110,25.089668,121.521411,學校、大型集會場所,健身中心,"放置三樓游泳池場館,靠近服務櫃檯處"
雀客國際酒店股份有限公司雀客藏居台北陽明山,格致路237號,63000110,25.14344075,121.548864,大型公眾浴場或溫泉區,溫泉區,111台北市士林區格致路237號 一樓櫃台
Uniqlo西門店,漢中街52號,63000070,25.043897,121.507113,大型購物場所,商場,大門口右側
力平方有限公司,忠孝東路三段303號,63000030,25.041865,121.543516,學校、大型集會場所,健身房,忠孝東路三段303號
臺北市勞動力重建運用處,艋舺大道101號4樓、5樓,63000070,25.03335,121.499863,其他,其他場所,5樓
久舜營造股份有限公司,新湖二路257號2F,63000100,25.063758,121.581773,其他,其他場所,大門右側
